timestamp,temperature,humidity,motion,ldr,outTemperature,outHumidity,outLdr
2025-12-22 00:00:00,21.8,34.0,0,4095,9.6,81.4,3970
2025-12-22 00:01:00,21.8,34.0,0,4095,9.6,81.65,3971
2025-12-22 00:02:00,21.8,34.0,0,4095,9.6,81.9,4009
2025-12-22 00:03:00,21.8,34.0,0,4095,9.48,81.78,3982
2025-12-22 00:04:00,21.8,34.0,0,4095,9.33,82.27,3989
2025-12-22 00:05:00,21.8,34.0,0,4095,9.35,83.1,3971
2025-12-22 00:06:00,21.8,34.0,0,4095,9.3,83.23,3980
2025-12-22 00:07:00,21.8,34.0,0,4095,9.27,83.2,3969
2025-12-22 00:08:00,21.8,34.0,0,4095,9.2,83.17,3999
2025-12-22 00:09:00,21.8,34.0,0,4095,9.2,83.33,3998
2025-12-22 00:10:00,21.8,34.0,0,4095,9.2,83.53,3976
2025-12-22 00:11:00,21.8,34.0,0,4095,9.25,83.87,4004
2025-12-22 00:12:00,21.8,34.0,0,4095,9.33,84.12,4006
2025-12-22 00:13:00,21.8,34.0,0,4095,9.4,83.83,4002
2025-12-22 00:14:00,21.8,34.0,0,4095,9.4,83.5,3999
2025-12-22 00:15:00,21.8,34.0,0,4095,9.4,83.2,4016
2025-12-22 00:16:00,21.8,34.0,0,4095,9.4,83.23,3983
2025-12-22 00:17:00,21.8,34.0,0,4095,9.4,83.02,4006
2025-12-22 00:18:00,21.8,34.0,0,4095,9.4,82.35,3980
2025-12-22 00:19:00,21.8,34.0,0,4095,9.4,82.33,4006
2025-12-22 00:20:00,21.8,34.0,0,4095,9.4,82.25,3972
2025-12-22 00:21:00,21.8,34.0,0,4095,9.4,82.2,3992
2025-12-22 00:22:00,21.8,34.0,0,4095,9.4,82.32,3992
2025-12-22 00:23:00,21.8,34.0,0,4095,9.4,82.2,3973
2025-12-22 00:24:00,21.8,34.0,0,4095,9.4,82.1,4016
2025-12-22 00:25:00,21.8,34.0,0,4095,9.4,82.07,3985
2025-12-22 00:26:00,21.8,34.0,0,4095,9.4,81.93,3979
2025-12-22 00:27:00,21.8,34.0,0,4095,9.4,81.9,3996
2025-12-22 00:28:00,21.8,34.0,0,4095,9.48,82.13,3996
2025-12-22 00:29:00,21.8,34.0,0,4095,9.48,81.97,3991
2025-12-22 00:30:00,21.8,34.0,0,4095,9.4,81.92,4002
2025-12-22 00:31:00,21.8,34.0,0,4095,9.35,82.12,4008
